OTU NNgenome identity
embed14531 csi 97.9
embed19408 csi 97.9
embed7186 ror 98.6
embed19409 csi 97.9
embed15666 csi 97.9
embed22599 csi 97.9
embed11080 csi 97.9
embed15667 csi 97.9
embed20917 csi 97.9
embed16562 csi 97.9
embed15668 eab 98.6
embed22600 eab 97.9
embed13875 eab 97.9
embed21716 eab 97.9
embed24737 eab 97.9
embed13584 eab 97.9
embed10870 csi 97.9
embed12982 ror 99.3
embed23609 ccon 97.1
embed24738 ror 99.3
embed17550 ccon 98.6
embed7560 ccon 98.6
embed20109 ror 99.3
embed23610 ror 99.3
embed15266 csi 98.6
embed16104 csi 98.6
embed2799 csi 100
embed25967 ror 99.3
embed883 ror 100
embed16105 ror 99.3
embed13585 ror 99.3
embed21717 ror 99.3
embed18111 csi 98.6
embed23611 ror 99.3
embed16563 ror 99.3
embed12983 ror 99.3
embed18112 ror 99.3
embed10871 csi 99.3
embed11275 ror 99.3
embed18113 ror 99.3
embed11276 csi 97.9
embed18114 ror 99.3
embed19410 csi 97.9
embed18766 csi 97.9
embed10342 csi 97.9
embed15669 ror 99.3
embed9483 csi 97.9
embed17551 ror 99.3
embed20918 csi 97.9
embed18115 csi 97.9
embed24739 ege 98.6
embed20110 csi 97.9
embed9484 csi 97.9
embed16564 ege 98.6
embed11514 csi 97.9
embed19411 ege 98.6
embed17552 csi 97.9
embed1955 csi 99.3
embed1287 ege 100
embed24740 csi 97.9
embed25968 csi 97.9
embed25969 csi 97.9
embed16565 csi 97.9
embed13283 csi 97.9
embed25970 ror 99.3
embed12719 csi 97.9
embed23612 ror 99.3
embed23613 csi 97.9
embed10343 csi 97.9
embed14887 ror 99.3
embed20919 csi 97.9
embed10872 csi 97.9
embed16106 ror 99.3
embed9870 csi 97.9
embed14532 ror 99.3
embed25971 csi 97.9
embed11277 csi 97.9
embed21718 ror 99.3
embed1758 cfd 99.3
embed16107 cfd 97.9
embed8839 cmw 97.9
embed24741 cfd 97.1
embed1012 caf 98.6
embed3430 caf 98.6
embed10344 caf 99.3
embed20111 cem 98.6
embed20920 caf 98.6
embed7834 caf 98.6
embed12720 caf 98.6
embed22601 caf 97.9
embed18767 caf 97.1
embed23614 caf 97.1
embed15267 cfd 99.3
embed11081 eae 99.3
embed16108 caf 98.6
embed2341 eab 99.3
embed18116 psi 99.3
embed3742 eab 99.3
embed244 eab 99.3
embed23615 hav 99.3
embed24742 hav 99.3
embed22602 mmk 99.3
embed14533 hav 99.3
embed20921 prg 99.3
embed23616 hav 99.3
embed15670 hav 99.3
embed18768 hav 99.3
embed18117 hav 99.3
embed20922 hav 99.3
embed20923 hav 99.3
embed7329 hav 99.3
embed20924 hav 99.3
embed24743 hav 99.3
embed15671 hav 99.3
embed17078 hav 99.3
embed23617 hav 99.3
embed18118 hav 99.3
embed15672 hav 99.3
embed20925 hav 99.3
embed10179 hav 99.3
embed12222 hav 99.3
embed23618 hav 99.3
embed15268 hav 99.3
embed14534 hav 99.3
embed13586 hav 99.3
embed21719 hav 99.3
embed24744 hav 99.3
embed20112 hav 99.3
embed936 hav 100
embed22603 hav 99.3
embed19413 hav 99.3
embed25972 hav 99.3
embed9737 hav 99.3
embed16566 hav 99.3
embed16109 hav 99.3
embed15269 hav 99.3
embed18769 hav 99.3
embed7259 hav 99.3
embed15270 hav 99.3
embed15673 hav 99.3
embed13284 hav 99.3
embed13285 hav 99.3
embed15674 hav 99.3
embed19414 hav 99.3
embed12463 hav 99.3
embed10695 hav 99.3
embed10528 hav 99.3
embed16567 hav 99.3
embed15271 hav 99.3
embed11985 hav 99.3
embed6964 hav 99.3
embed19415 hav 99.3
embed17079 hav 99.3
embed11279 hav 99.3
embed17080 eal 100
embed8206 cmj 100
embed19416 hav 98.6
embed3695 hav 99.3
embed20113 hav 98.6
embed23619 hav 99.3
embed13587 hav 99.3
embed14199 hav 99.3
embed13588 hav 99.3
embed24745 hav 99.3
embed14200 hav 99.3
embed15272 hav 99.3
embed24746 prg 99.3
embed23620 opo 100
embed20926 prg 99.3
embed17553 prg 99.3
embed25973 prg 99.3
embed9331 prg 99.3
embed24747 prg 99.3
embed15675 prg 99.3
embed13286 prg 99.3
embed25974 prg 99.3
embed16568 prg 99.3
embed22604 prg 99.3
embed1292 prg 100
embed11280 prg 99.3
embed13287 prg 99.3
embed19417 prg 99.3
embed25975 prg 99.3
embed7035 prg 99.3
embed22605 prg 99.3
embed22606 psi 99.3
embed12985 prg 99.3
embed20927 prg 99.3
embed14888 prg 99.3
embed20114 prg 99.3
embed15273 prg 99.3
embed24748 prg 99.3
embed6845 prg 99.3
embed25976 prg 99.3
embed14535 prg 99.3
embed17554 prg 99.3
embed21720 prg 99.3
embed19418 prg 99.3
embed23621 prg 99.3
embed17081 prg 99.3
embed20115 prg 99.3
embed16569 hav 99.3
embed22607 prg 99.3
embed16110 mmk 99.3
embed25977 mmk 99.3
embed17555 mmk 99.3
embed18119 mmk 99.3
embed25978 mmk 99.3
embed23622 mmk 99.3
embed21721 hav 99.3
embed20928 mmk 99.3
embed9332 mmk 99.3
embed22608 mmk 99.3
embed19419 mmk 99.3
embed15274 mmk 99.3
embed22609 mmk 99.3
embed21722 mmk 99.3
embed9185 mmk 99.3
embed11281 mmk 99.3
embed16111 mmk 99.3
embed10873 mmk 99.3
embed15676 mmk 99.3
embed17556 mmk 99.3
embed1272 mmk 100
embed22610 mmk 99.3
embed21723 mmk 99.3
embed9738 mmk 99.3
embed19420 mmk 99.3
embed25979 mmk 99.3
embed13288 mmk 99.3
embed16570 mmk 99.3
embed23623 mmk 99.3
embed6118 mmk 99.3
embed16112 mmk 99.3
embed15275 mmk 99.3
embed11515 mmk 99.3
embed25980 mmk 99.3
embed15276 mmk 99.3
embed23624 mmk 99.3
embed11746 mmk 99.3
embed15277 mmk 99.3
embed18770 mmk 99.3
embed13289 mmk 99.3
embed13876 mmk 99.3
embed12223 mmk 99.3
embed18120 mmk 99.3
embed16571 mmk 99.3
embed16572 mmk 99.3
embed14536 mmk 99.3
embed11986 mmk 99.3
embed18771 mmk 99.3
embed17082 mmk 99.3
embed23625 mmk 99.3
embed11282 mmk 99.3
embed24749 hav 99.3
embed11747 mmk 99.3
embed17557 aaj 99.3
embed16113 aaj 99.3
embed20116 aaj 99.3
embed1558 aaj 100
embed20929 aaj 99.3
embed22611 aaj 99.3
embed15278 aaj 99.3
embed25981 asr 99.3
embed12721 aaj 99.3
embed23626 aaj 99.3
embed17558 aaj 99.3
embed10874 hav 99.3
embed4196 eab 99.3
embed10180 prg 99.3
embed8307 mmk 99.3
embed657 eab 99.3
embed17559 eab 99.3
embed1401 eab 99.3
embed25982 sfg 99.3
embed221 eab 99.3
embed25983 ccon 98.6
embed327 eab 99.3
embed3696 eab 99.3
embed17083 eab 98.6
embed3376 eab 98.6
embed7921 eab 98.6
embed10696 eab 98.6
embed311 eab 99.3
embed12986 cem 98.6
embed23627 caf 98.6
embed24750 cem 97.1
embed20117 eab 98.6
embed3503 eab 99.3
embed869 eab 99.3
embed1397 eab 99.3
embed22612 sfg 99.3
embed186 eab 99.3
embed24751 ccon 98.6
embed18121 eab 98.6
embed861 eab 99.3
embed1675 eab 99.3
embed733 eab 99.3
embed1964 eab 99.3
embed210 eab 99.3
embed24752 ccon 98.6
embed1615 eab 99.3
embed547 eab 99.3
embed1602 eab 99.3
embed195 eab 99.3
embed390 eab 99.3
embed677 eab 99.3
embed18122 eab 99.3
embed9605 eab 99.3
embed473 eab 99.3
embed9606 eab 99.3
embed2957 eab 99.3
embed2103 eab 99.3
embed871 eab 99.3
embed1185 eab 99.3
embed247 eab 99.3
embed254 eab 99.3
embed440 eab 99.3
embed20930 pshi 100
embed10875 pshi 98.6
embed23628 pshi 98.6
embed24754 sfg 99.3
embed20931 sfg 99.3
embed24755 sfg 99.3
embed23629 sfg 99.3
embed819 sfg 100
embed25984 sfg 99.3
embed25985 sfg 99.3
embed18123 sfg 99.3
embed21724 sfg 99.3
embed22614 sfg 99.3
embed9064 sfg 99.3
embed8727 ege 97.1
embed23630 hav 97.1
embed21725 sfg 99.3
embed20118 sfg 99.3
embed20932 sfg 99.3
embed22615 sfg 99.3
embed21726 sfg 99.3
embed24756 sfg 99.3
embed16573 sfg 99.3
embed19421 sfg 99.3
embed5851 eab 99.3
embed15279 pshi 97.9
embed22616 pshi 97.1
embed16574 pshi 97.1
embed9186 ccon 97.1
embed1106 raa 100
embed20119 raa 99.3
embed13877 raa 99.3
embed24757 raa 99.3
embed25986 raa 99.3
embed17084 sfg 99.3
embed426 eab 99.3
embed15678 eab 99.3
embed16114 eab 99.3
embed6343 eab 99.3
embed205 eab 99.3
embed25987 ccon 98.6
embed5771 eab 99.3
embed3300 eab 99.3
embed6846 eab 98.6
embed1993 eab 99.3
embed3558 eab 99.3
embed1664 eab 99.3
embed178 eab 99.3
embed25988 ccon 98.6
embed18124 ecc 99.3
embed1599 eab 99.3
embed408 eab 99.3
embed11748 eab 99.3
embed475 eab 99.3
embed5450 eab 99.3
embed630 eab 99.3
embed20121 eab 99.3
embed1145 ccon 97.9
embed3447 ccon 97.9
embed18772 ccon 97.1
embed171 ccon 97.9
embed25989 ccon 98.6
embed2035 ccon 97.9
embed437 ccon 97.9
embed13589 ccon 97.9
embed12464 ccon 97.9
embed2026 ccon 97.9
embed193 ccon 97.9
embed24758 ccon 98.6
embed4070 ccon 97.9
embed4039 ccon 98.6
embed1837 eab 99.3
embed143 eab 99.3
embed1565 eab 99.3
embed560 eab 99.3
embed10345 eab 99.3
embed19422 eab 98.6
embed741 eab 99.3
embed457 eab 99.3
embed2945 eab 99.3
embed1058 eab 99.3
embed1175 eab 99.3
embed203 eab 99.3
embed3394 eab 99.3
embed394 eab 99.3
embed12987 eab 99.3
embed411 eab 99.3
embed5998 eab 99.3
embed1773 eab 99.3
embed545 eab 99.3
embed5668 eab 99.3
embed16115 eab 99.3
embed237 eab 99.3
embed5415 eab 99.3
embed1978 eab 99.3
embed233 eab 99.3
embed8111 eab 99.3
embed554 eab 99.3
embed703 eab 99.3
embed4873 eab 99.3
embed1594 eab 99.3
embed167 eab 99.3
embed16116 eab 97.9
embed25990 eab 98.6
embed5669 eab 98.6
embed931 eab 99.3
embed787 eab 99.3
embed1042 eab 99.3
embed124 eab 99.3
embed21727 eab 98.6
embed3081 eab 99.3
embed899 eab 99.3
embed361 eab 99.3
embed6344 eab 99.3
embed2594 eab 99.3
embed316 eab 99.3
embed230 eab 99.3
embed669 eab 99.3
embed355 eab 99.3
embed4649 eab 99.3
embed550 eab 99.3
embed3466 eab 99.3
embed500 eab 99.3
embed393 eab 99.3
embed453 eab 99.3
embed8958 eab 99.3
embed2775 eab 98.6
embed1 eab 100
embed214 eab 99.3
embed683 eab 99.3
embed431 eab 99.3
embed190 eab 99.3
embed23631 eab 98.6
embed105 eab 99.3
embed409 eab 99.3
embed704 eab 99.3
embed623 eab 99.3
embed23632 eab 98.6
embed249 eab 99.3
embed23633 eab 98.6
embed522 eab 99.3
embed1073 eab 99.3
embed140 eab 99.3
embed7743 eab 99.3
embed655 eab 99.3
embed486 eab 99.3
embed690 eab 99.3
embed155 eab 99.3
embed827 eab 99.3
embed403 eab 99.3
embed5542 eab 99.3
embed530 eab 99.3
embed737 eab 99.3
embed1659 eab 99.3
embed158 csi 97.9
embed23634 csi 97.1
embed911 eab 99.3
embed417 eab 99.3
embed204 ecoo 100
embed1695 eab 99.3
embed9333 eab 99.3
embed305 eab 99.3
embed637 eab 99.3
embed266 eab 99.3
embed517 eab 99.3
embed1669 eab 99.3
embed241 eab 99.3
embed1986 eab 99.3
embed568 eab 99.3
embed168 eab 99.3
embed957 eab 99.3
embed533 eab 99.3
embed22617 ccon 98.6
embed14889 ccon 97.9
embed5772 ccon 97.9
embed24759 ccon 98.6
embed24760 ccon 98.6
embed23635 ccon 98.6
embed2292 ccon 99.3
embed25991 ccon 98.6
embed16575 ccon 98.6
embed22618 ccon 98.6
embed24761 ccon 99.3
embed1253 ccon 100
embed1000 ccon 99.3
embed23636 ccon 98.6
embed18125 csi 98.6
embed5375 csi 99.3
embed23637 ccon 98.6
embed21728 ccon 98.6
embed25992 ccon 98.6
embed122 ccon 99.3
embed6965 ccon 98.6
embed23638 ccon 98.6
embed378 ccon 97.9
embed184 ccon 97.9
embed24762 ccon 98.6
embed2464 ccon 97.9
embed442 ccon 97.9
embed767 ccon 97.9
embed2536 ccon 97.9
embed447 ccon 97.9
embed20933 ccon 97.9
embed19423 ccon 97.1
embed23639 ccon 97.1
embed21729 ecc 99.3
embed25993 ecc 99.3
embed19424 ecc 99.3
embed14537 ecc 99.3
embed151 ecc 100
embed17560 ecc 99.3
embed18126 ecc 99.3
embed20934 csi 97.1
embed21730 ecc 99.3
embed23640 ccon 97.1
embed2619 ccon 97.9
embed2244 eab 99.3
embed21731 ccon 97.1
embed13878 eab 97.9
embed149 eab 99.3
embed4269 eab 98.6
embed25994 ccon 98.6
embed16576 ecc 99.3
embed1177 eab 99.3
embed2348 eab 99.3
embed1091 eab 99.3
embed161 eab 99.3
embed25995 ccon 98.6
embed419 eab 99.3
embed586 eab 99.3
embed675 eab 99.3
embed173 eab 99.3
embed25996 eab 98.6
embed25997 ccon 98.6
embed25998 ecc 99.3
embed2537 eab 99.3
embed691 eab 99.3
embed209 eab 99.3
embed25999 eab 98.6
embed26000 ccon 98.6
embed5121 eab 99.3
embed3722 eab 99.3
embed235 eab 99.3
embed20123 pshi 97.9
embed17085 pshi 97.1
embed18127 raa 99.3
embed6119 sfg 99.3
embed26001 eab 99.3
embed619 eab 99.3
embed813 eab 99.3
embed897 eab 99.3
embed621 eab 99.3
embed1822 eab 99.3
embed315 eab 99.3
embed4703 eab 99.3
embed347 eab 99.3
embed4612 eab 99.3
embed262 eab 99.3
embed325 eab 99.3
embed865 eab 99.3
embed19425 sfg 99.3
embed23641 raa 99.3
embed136 eab 99.3
embed21732 eab 98.6
embed23642 ccon 98.6
embed18128 ecc 99.3
embed3571 ecx 100
embed622 eab 99.3
embed23643 sfg 99.3
embed147 eab 99.3
embed26002 ccon 98.6
embed23644 ccon 98.6
embed17561 ecc 99.3
embed2997 eab 99.3
embed493 eab 99.3
embed18773 sfg 99.3
embed129 eab 99.3
embed19426 ccon 98.6
embed588 eab 99.3
embed567 eab 99.3
embed1234 eab 99.3
embed1348 eab 99.3
embed179 eab 99.3
embed24763 ccon 98.6
embed1187 eab 99.3
embed1337 eab 99.3
embed967 eab 99.3
embed19427 sfg 99.3
embed24764 cem 98.6
embed133 eab 99.3
embed26003 cem 97.9
embed26004 cem 97.1
embed18129 cem 100
embed17086 cem 99.3
embed13879 cem 98.6
embed23645 cem 99.3
embed20935 ccon 98.6
embed17562 ecc 99.3
embed695 eab 99.3
embed12722 eab 99.3
embed289 eab 99.3
embed2687 eab 99.3
embed948 eab 99.3
embed24765 sfg 99.3
embed187 eab 99.3
embed20124 ecc 99.3
embed1453 eab 99.3
embed1173 eab 99.3
embed239 eab 99.3
embed26005 ccon 98.6
embed1021 eab 99.3
embed436 eab 99.3
embed22619 cfd 99.3
embed15280 eae 99.3
embed2829 eab 99.3
embed10346 cfd 99.3
embed8207 eae 99.3
embed24766 caf 98.6
embed1844 eab 99.3
embed11284 eab 99.3
embed11749 pmib 99.3
embed3185 cfd 99.3
embed2027 eae 99.3
embed6656 caf 98.6
embed22620 caf 99.3
embed23646 kpo 100
embed14201 csi 97.9
embed26006 hav 99.3
embed23647 mmk 99.3
embed281 eab 99.3
embed14202 cfd 99.3
embed12989 eae 99.3
embed3559 eab 99.3
embed12224 cfd 99.3
embed8728 eae 99.3
embed20936 caf 98.6
embed1426 eab 99.3
embed15679 eae 99.3
embed2862 eab 99.3
embed8208 pmib 99.3
embed2074 cfd 99.3
embed1360 eae 99.3
embed4438 caf 98.6
embed15680 caf 99.3
embed11082 csi 97.9
embed17087 ror 99.3
embed14203 hav 99.3
embed18130 prg 99.3
embed15281 mmk 99.3
embed24767 sfg 99.3
embed162 eab 99.3
embed22621 ccon 98.6
embed22622 ecc 99.3
embed23648 cfd 99.3
embed16578 eae 99.3
embed2183 eab 99.3
embed10529 eab 99.3
embed16117 pmib 99.3
embed3827 cfd 99.3
embed2811 eae 99.3
embed8420 caf 98.6
embed18774 csi 97.9
embed379 eab 99.3
embed5852 dds 100
embed1408 dfi 97.1
embed752 dfi 100
embed3865 dfi 98.6
embed19428 dfi 99.3
embed10347 ceb 98.6
embed7647 ceb 100
embed22623 cfd 99.3
embed20937 eae 99.3
embed2731 eab 99.3
embed20938 eae 99.3
embed3697 eab 99.3
embed15282 pmib 99.3
embed3265 cfd 99.3
embed2106 eae 99.3
embed7111 caf 98.6
embed23649 caf 99.3
embed14539 csi 97.9
embed26007 ror 99.3
embed20939 hav 99.3
embed24768 prg 98.6
embed383 eab 99.3
embed24769 ecc 99.3
embed6590 eab 99.3
embed7415 pmib 99.3
embed1727 cfd 99.3
embed1149 eae 99.3
embed3676 caf 98.6
embed13590 caf 99.3
embed10348 csi 97.9
embed13880 ror 99.3
embed11987 hav 99.3
embed14540 prg 99.3
embed14204 mmk 99.3
embed18775 sfg 99.3
embed26008 raa 99.3
embed142 eab 99.3
embed24770 ccon 98.6
embed22624 mad 97.9
embed15283 csa 97.1
embed6847 cmai 100
embed6120 hcs 100
embed6527 hak 100
embed24771 hak 97.9
embed21735 paeb 98.6
embed24772 pin 97.1
embed10349 msq 100
embed19430 mad 98.6
embed10350 maq 100
embed23650 msq 97.9
embed20941 pfz 98.6
embed17563 tol 97.1
embed22626 pmib 99.3
embed5376 cfd 99.3
embed4383 eae 99.3
embed13882 caf 98.6
embed23652 csi 97.9
embed736 eab 99.3
embed18132 pmib 99.3
embed4099 cfd 99.3
embed2888 eae 99.3
embed10876 caf 98.6
embed17564 csi 97.9
embed464 eab 99.3
embed10877 ili 100
embed22627 ili 98.6
embed10698 ceb 97.9
embed17088 hse 98.6
embed9739 lrz 100
embed7187 eab 99.3
embed14541 eab 99.3
embed16118 pmib 99.3
embed4118 cfd 99.3
embed2966 eae 99.3
embed10878 caf 98.6
embed20942 csi 97.9
embed430 eab 99.3
embed21737 eae 99.3
embed4243 eab 99.3
embed20943 pmib 99.3
embed6528 cfd 99.3
embed4385 eae 99.3
embed12466 caf 98.6
embed23654 csi 97.9
embed862 eab 99.3
embed6469 pmib 99.3
embed1483 cfd 99.3
embed1007 eae 99.3
embed3204 caf 98.6
embed11286 caf 99.3
embed9188 csi 97.9
embed13291 ror 99.3
embed11516 hav 99.3
embed15284 prg 99.3
embed12225 mmk 99.3
embed15682 sfg 99.3
embed22628 raa 99.3
embed113 eab 99.3
embed19432 ccon 98.6
embed23655 ccon 98.6
embed12226 ecc 99.3
embed6785 eab 99.3
embed17566 pmib 99.3
embed5249 cfd 99.3
embed3169 eae 99.3
embed10879 caf 98.6
embed22629 csi 97.9
embed742 eab 99.3
embed10018 pmib 99.3
embed2139 cfd 99.3
embed1377 eae 99.3
embed4704 caf 98.6
embed15683 caf 99.3
embed11988 csi 97.9
embed16580 ror 99.3
embed16119 hav 99.3
embed26010 prg 99.3
embed22630 mmk 99.3
embed21738 sfg 99.3
embed196 eab 99.3
embed26011 eab 98.6
embed24773 ccon 98.6
embed22631 ecc 99.3
embed20944 cfd 99.3
embed12723 eae 99.3
embed2354 eab 99.3
embed20945 pmib 99.3
embed7112 cfd 99.3
embed4794 eae 99.3
embed21739 caf 98.6
embed1029 eab 99.3
embed13292 pmib 99.3
embed3340 cfd 99.3
embed2301 eae 99.3
embed7648 caf 98.6
embed19433 csi 97.9
embed23656 hav 99.3
embed320 eab 99.3
embed26012 ccon 98.6
embed11750 cfd 99.3
embed8501 eae 99.3
embed15285 caf 98.6
embed2946 eab 99.3
embed10880 cfd 99.3
embed10699 eae 99.3
embed1665 eab 99.3
embed7036 eab 99.3
embed13591 pmib 99.3
embed2917 cfd 99.3
embed1755 eae 99.3
embed6966 caf 98.6
embed21740 caf 99.3
embed16120 csi 97.9
embed26013 ror 99.3
embed24774 hav 99.3
embed26014 mmk 99.3
embed250 eab 99.3
embed7188 cfd 99.3
embed6345 eae 99.3
embed19434 caf 98.6
embed24775 csi 97.9
embed1028 eab 99.3
embed9189 pmib 99.3
embed3639 cfd 99.3
embed1420 eae 99.3
embed4940 caf 98.6
embed18134 caf 99.3
embed26016 eae 98.6
embed12724 csi 97.9
embed21741 ror 99.3
embed20128 hav 99.3
embed20946 mmk 99.3
embed22632 sfg 99.3
embed279 eab 99.3
embed15286 pmib 99.3
embed5060 cfd 99.3
embed2465 eae 99.3
embed7189 caf 98.6
embed18777 csi 97.9
embed24776 hav 99.3
embed487 eab 99.3
embed18135 pmib 99.3
embed4552 cfd 99.3
embed3039 eae 99.3
embed10351 caf 98.6
embed20129 csi 97.9
embed489 eab 99.3
embed14205 pmib 99.3
embed3964 cfd 99.3
embed2586 eae 99.3
embed8015 caf 98.6
embed19435 csi 97.9
embed26018 mmk 99.3
embed389 eab 99.3
embed15684 cfd 99.3
embed12725 eae 99.3
embed2819 eab 99.3
embed12227 cfd 99.3
embed6293 eae 99.3
embed1098 eab 99.3
embed8729 pmib 99.3
embed1935 cfd 99.3
embed1270 eae 99.3
embed4162 caf 98.6
embed12991 caf 99.3
embed9871 csi 97.9
embed14206 ror 99.3
embed13883 hav 99.3
embed22633 prg 99.3
embed14542 mmk 99.3
embed20130 pcc 98.6
embed160 eab 99.3
embed26020 ccon 98.6
embed17567 pmib 99.3
embed5006 cfd 99.3
embed2755 eae 99.3
embed9066 caf 98.6
embed23657 caf 99.3
embed19436 csi 97.9
embed693 eab 99.3
embed14890 pmib 99.3
embed4976 cfd 99.3
embed2620 eae 99.3
embed11517 caf 98.6
embed20131 csi 97.9
embed577 eab 99.3
embed9190 pmib 99.3
embed2169 cfd 99.3
embed1402 eae 99.3
embed4650 caf 98.6
embed26021 caf 99.3
embed11518 csi 97.9
embed19437 ror 99.3
embed17568 hav 99.3
embed23658 prg 99.3
embed18136 mmk 99.3
embed191 eab 99.3
embed26022 ccon 98.6
embed19438 cfd 99.3
embed12992 eae 99.3
embed1607 eab 99.3
embed6419 cfd 99.3
embed4739 eae 99.3
embed17569 caf 98.6
embed23659 csi 97.9
embed792 eab 99.3
embed8730 cfd 99.3
embed6245 eae 99.3
embed20132 caf 98.6
embed915 eab 99.3
embed18137 pmib 99.3
embed3815 cfd 99.3
embed3028 eae 99.3
embed10181 caf 98.6
embed16121 csi 97.9
embed432 eab 99.3
embed19439 dge 99.3
embed3572 dge 100
embed19440 dab 100
embed11083 dsw 100
embed20947 dsw 98.6
embed14544 dgo 97.1
embed7922 dge 100
embed12467 abl 100
embed18138 cgra 99.3
embed4013 cgra 99.3
embed10019 cgra 99.3
embed1820 cgra 100
embed4215 cgra 99.3
embed2851 cgra 97.1
embed9485 cgra 97.9
embed15288 ccc 100
embed24778 cha 99.3
embed589 cha 100
embed17570 cfd 99.3
embed10881 eae 99.3
embed2732 eab 99.3
embed10182 pmib 99.3
embed2766 cfd 99.3
embed1710 eae 99.3
embed5999 caf 98.6
embed20950 caf 99.3
embed14207 csi 97.9
embed22635 ror 99.3
embed20134 hav 99.3
embed20135 mmk 99.3
embed232 eab 99.3
embed24779 ccon 98.6
embed22637 nso 97.9
embed21745 nso 97.1
embed24784 nso 97.9
embed23664 chz 99.3
embed14208 fba 97.9
embed24786 chz 97.1
embed5377 fba 97.1
embed16582 chh 97.9
embed16583 eao 100
embed4905 fba 97.1
embed12468 cih 97.9
embed16584 cih 97.9
embed5809 cih 97.1
embed6420 chz 99.3
embed3677 chz 100
embed26028 chz 99.3
embed2369 cih 97.9
embed14547 fba 97.1
embed18783 cih 99.3
embed12228 chz 98.6
embed21750 cgn 99.3
embed20953 fba 97.1
embed18142 chh 100
embed19443 cgn 99.3
embed21753 pmib 99.3
embed5810 cfd 99.3
embed3448 eae 99.3
embed9486 caf 98.6
embed775 eab 99.3
embed21754 doa 100
embed20955 cfd 99.3
embed4496 eab 99.3
embed11990 pmib 99.3
embed2978 cfd 99.3
embed1917 eae 99.3
embed6470 caf 98.6
embed20139 caf 99.3
embed14209 csi 97.9
embed23667 ror 99.3
embed22641 hav 99.3
embed23668 mmk 99.3
embed264 eab 99.3
embed12472 rti 98.6
embed21755 rti 100
embed15687 rud 100
embed26031 pko 97.9
embed8613 hsw 100
embed14548 hsw 97.1
embed26033 hym 100
embed26034 hym 98.6
embed15291 hym 99.3
embed13888 fib 100
embed26035 hym 97.1
embed6967 hym 97.9
embed23670 srd 98.6
embed14549 spir 100
embed20141 spir 97.1
embed20142 cfd 99.3
embed15688 eae 99.3
embed1926 eab 99.3
embed24793 cfd 99.3
embed14895 eae 99.3
embed2170 eab 99.3
embed15689 pmib 99.3
embed3449 cfd 99.3
embed2383 eae 99.3
embed8308 caf 98.6
embed22646 caf 99.3
embed14550 csi 97.9
embed21757 hav 99.3
embed343 eab 99.3
embed12473 cfd 99.3
embed7650 eae 99.3
embed1585 eab 99.3
embed23671 pmib 99.3
embed6294 cfd 99.3
embed4100 eae 99.3
embed13293 caf 98.6
embed24794 csi 97.9
embed830 eab 99.3
embed8309 pmib 99.3
embed1790 cfd 99.3
embed1162 eae 99.3
embed3900 eae 98.6
embed12994 caf 99.3
embed26037 eae 98.6
embed10186 csi 97.9
embed13594 hav 99.3
embed20143 prg 99.3
embed14551 mmk 99.3
embed26038 sfg 99.3
embed26039 raa 99.3
embed156 eab 99.3
embed20144 ccon 98.6
embed17578 ecc 99.3
embed16129 cfd 99.3
embed9335 eae 99.3
embed1735 eab 99.3
embed18145 eae 99.3
embed3205 eab 99.3
embed18146 baph 98.6
embed9192 msu 98.6
embed5950 pmp 100
embed22647 pmp 99.3
embed643 aap 98.6
embed23672 aap 99.3
embed22648 aap 97.9
embed2739 aap 99.3
embed1696 aap 100
embed26041 aap 97.9
embed23673 aap 97.1
embed26042 aap 97.9
embed23674 hia 98.6
embed1130 asu 98.6
embed12997 aap 98.6
embed15292 aap 99.3
embed12998 hia 97.1
embed4826 hia 97.1
embed5773 hia 97.1
embed1927 hia 97.1
embed14554 hia 99.3
embed6533 hia 99.3
embed14898 hia 99.3
embed771 hia 100
embed11993 hia 99.3
embed7417 hia 99.3
embed17580 hia 99.3
embed11289 hia 100
embed22652 aap 97.9
embed9873 bto 98.6
embed2840 btra 98.6
embed8421 btra 97.9
embed23678 gap 100
embed20961 eab 98.6
embed7262 pmib 99.3
embed1654 cfd 99.3
embed1134 eae 99.3
embed2800 caf 98.6
embed11994 caf 99.3
embed11290 pes 97.1
embed13891 ror 99.3
embed12999 hav 99.3
embed15296 prg 99.3
embed14899 mmk 99.3
embed18151 aaw 100
embed6659 amaa 100
embed15297 sfg 99.3
embed163 eab 99.3
embed20148 ccon 98.6
embed20149 ccon 98.6
embed20150 cfd 98.6
embed13892 eae 98.6
embed2878 eab 98.6
embed9338 dfi 98.6
embed3096 ppr 99.3
embed14214 vfi 100
embed14900 vsp 99.3
embed20962 vsp 100
embed7653 awd 97.1
embed13298 vag 100
embed10355 hsi 99.3
embed18790 spoi 97.1
embed24795 hsi 100
embed11754 pin 99.3
embed24796 mca 99.3
embed4244 hco 99.3
embed26044 hco 100
embed23681 pin 99.3
embed22653 pin 98.6
embed21761 pbw 99.3
embed21762 pbw 99.3
embed10886 pbw 99.3
embed2362 pbw 100
embed26045 pbw 99.3
embed20151 pbw 99.3
embed21763 pbw 99.3
embed3157 msv 100
embed26049 wvi 100
embed26050 gph 98.6
embed2261 mbf 100
embed22655 hyp 98.6
embed7482 hyp 97.1
embed22657 pmib 99.3
embed6185 cfd 99.3
embed4497 eae 99.3
embed11521 caf 98.6
embed24802 caf 99.3
embed23688 hav 99.3
embed1074 eab 99.3
embed15692 eab 99.3
